created_at,days_registered,favourites_count,followers_count,friends_count,listed_count,name,screen_name,statuses_count
2009-07-30 21:48:04+00:00,3314,54,833,393,42,Obscured Name,cisemag,702
2013-11-27 23:43:30+00:00,1733,124,833,179,41,Obscured Name,PyLadies_ES,858
2014-06-17 13:34:21+00:00,1531,77545,830,786,47,Obscured Name,pragmaus,32512
2010-01-06 17:34:55+00:00,3154,22156,826,1097,168,Obscured Name,2standandstare,15576
2012-07-19 14:56:25+00:00,2229,7768,825,1265,26,Obscured Name,LorraineHanlon1,1655
2017-01-20 15:19:46+00:00,583,28383,822,682,61,Obscured Name,PyDataBA,17479
2011-12-16 23:23:15+00:00,2445,6842,822,1651,57,Obscured Name,pcmasuzzo,2645
2012-07-30 21:43:37+00:00,2218,1307,819,326,42,Obscured Name,Maciej_Kula,830
2013-07-15 21:06:32+00:00,1868,538,815,66,110,Obscured Name,PyLadiesDub,3086
2009-04-12 15:05:14+00:00,3423,30495,815,2066,97,Obscured Name,boleroo,23586
2009-01-21 01:26:14+00:00,3504,1386,814,2233,33,Obscured Name,mvaldenegro,5225
2009-05-30 19:59:14+00:00,3375,2970,814,1549,72,Obscured Name,n0mad_0,10936
2017-03-06 18:34:52+00:00,538,3236,812,598,14,Obscured Name,spimescape,149
2012-08-02 19:29:37+00:00,2215,4946,812,1485,195,Obscured Name,Lees_Sandbox,3557
2007-12-16 22:22:53+00:00,3906,757,807,519,64,Obscured Name,sabman,1538
2010-01-08 10:17:33+00:00,3152,1148,803,438,9,Obscured Name,iekristina,507
2013-11-16 22:43:41+00:00,1744,1957,800,3903,21,Obscured Name,neuroprinciples,767
2011-12-08 08:04:34+00:00,2453,44,800,5000,221,Obscured Name,sme_it_is,3583
2008-11-04 10:42:19+00:00,3582,554,799,559,62,Obscured Name,Stiivi,1794
2007-10-21 11:58:54+00:00,3962,998,796,770,75,Obscured Name,estraviz,6078
2011-06-27 21:16:20+00:00,2617,82,796,1923,91,Obscured Name,floss4science,1600
2009-03-05 01:39:41+00:00,3461,982,795,1035,30,Obscured Name,tylerickson,871
2011-12-18 04:24:47+00:00,2443,3290,792,4989,0,Obscured Name,KevinLng,4022
2009-04-04 14:14:39+00:00,3431,677,790,3823,21,Obscured Name,benvisio,139
2010-02-07 14:30:05+00:00,3122,496,790,3144,16,Obscured Name,dimkasamp,914
2014-12-02 14:04:24+00:00,1363,875,787,298,31,Obscured Name,JeanKossaifi,399
2017-08-08 17:34:03+00:00,383,94,786,4989,0,Obscured Name,TanzilH77481646,592
2009-06-20 04:17:10+00:00,3354,4138,786,2135,83,Obscured Name,LadyData,2297
2008-11-27 08:14:58+00:00,3559,3553,782,1270,72,Obscured Name,maidotgimenez,3586
2009-04-28 15:42:13+00:00,3407,274,781,278,90,Obscured Name,OReillyUK,2934
2015-09-23 07:15:48+00:00,1068,157,777,1214,72,Obscured Name,EJakobowicz,336
2009-03-09 22:34:27+00:00,3457,2006,775,233,122,Obscured Name,pycologne,1482
2013-08-05 14:09:18+00:00,1847,10535,774,1367,49,Obscured Name,Leon_Fonville,3796
2009-06-30 19:48:41+00:00,3344,2017,771,1061,271,Obscured Name,giodegas,9875
2015-09-18 16:29:46+00:00,1073,1365,769,184,22,Obscured Name,QuantEcon,150
2011-01-08 20:50:30+00:00,2787,5,769,4941,26,Obscured Name,ZKition,614
2013-06-10 17:59:23+00:00,1903,13565,768,737,45,Obscured Name,F_Vaggi,8264
2010-11-27 16:20:03+00:00,2829,11726,762,4995,92,Obscured Name,cyfreak,10236
2010-10-07 19:40:06+00:00,2880,2418,761,1806,28,Obscured Name,neuroccino,1708
2012-11-24 16:23:42+00:00,2101,2962,759,460,66,Obscured Name,CAChemEorg,2944
2012-12-31 14:21:08+00:00,2064,1028,757,510,51,Obscured Name,ejlbell,1031
2014-06-09 07:56:31+00:00,1539,1391,752,3697,16,Obscured Name,didem_korkmaz,166
2012-02-27 20:58:32+00:00,2372,6452,750,1754,205,Obscured Name,mopayyo,12622
2015-12-04 18:22:19+00:00,996,495,749,256,27,Obscured Name,dr_greg_landrum,1009
2012-06-21 17:23:31+00:00,2257,8630,748,2530,24,Obscured Name,nicholdav,5446
2009-07-09 22:01:25+00:00,3335,401,741,554,40,Obscured Name,trecarte,23356
2016-08-24 14:07:08+00:00,732,75840,732,861,41,Obscured Name,m_apfelthaler,6858
2009-03-13 02:26:21+00:00,3453,2147,729,540,182,Obscured Name,faizanj,16369
2007-04-24 14:42:19+00:00,4142,276,714,273,51,Obscured Name,mkashkin,10293
2009-03-23 20:00:40+00:00,3443,353,714,2378,25,Obscured Name,vischmidt,2154
2014-06-02 18:26:39+00:00,1546,1178,711,1326,727,Obscured Name,ElsenInc,6817
2013-05-24 19:40:53+00:00,1920,3780,707,1455,1,Obscured Name,blntttrk,1814
2013-06-10 09:58:41+00:00,1903,222,705,3051,44,Obscured Name,GUTaljaard,530
2010-03-09 21:53:14+00:00,3092,2098,703,497,202,Obscured Name,pierrepo,12431
2012-12-05 01:12:53+00:00,2090,2162,701,1070,58,Obscured Name,leouieda,3587
2011-10-18 09:26:50+00:00,2504,33459,699,1536,63,Obscured Name,PCelayes,10590
2010-11-26 21:20:03+00:00,2830,457,698,2586,10,Obscured Name,houssem_fat,401
2014-09-02 02:34:41+00:00,1454,85871,694,1020,34,Obscured Name,michelteivel,2353
2013-03-10 09:43:34+00:00,1995,3127,693,544,78,Obscured Name,ajggeoger,4179
2009-02-16 16:42:14+00:00,3478,85,690,118,59,Obscured Name,nvaroqua,2386
2011-03-17 11:45:56+00:00,2719,12229,689,982,172,Obscured Name,data__wizard,2588
2012-01-29 08:02:42+00:00,2401,37,687,532,24,Obscured Name,ProfCompMod,511
2016-08-06 03:41:54+00:00,750,7950,686,1981,188,Obscured Name,banedata,7971
2009-04-29 07:17:48+00:00,3406,1909,685,1717,199,Obscured Name,scshepard,17122
2012-06-20 23:00:30+00:00,2258,2651,684,1012,44,Obscured Name,JuliaGustavsen,1462
2007-03-28 17:16:34+00:00,4169,1930,683,479,82,Obscured Name,xuanxu,7041
2017-02-15 05:03:11+00:00,557,12642,682,4965,0,Obscured Name,Haider_Syria,1033
2008-11-20 10:45:08+00:00,3566,618,680,612,58,Obscured Name,Kirsten_Zverina,810
2009-03-30 15:51:15+00:00,3436,3750,679,1245,13,Obscured Name,mahiko,5615
2008-06-04 12:04:50+00:00,3735,277,679,686,47,Obscured Name,pprett,672
2013-05-23 15:18:53+00:00,1921,5985,674,886,17,Obscured Name,sypherBG,13991
2010-06-28 02:28:20+00:00,2981,14,673,2312,3,Obscured Name,mfreu,18
2009-02-05 00:53:31+00:00,3489,83,672,4237,33,Obscured Name,charmainelooi,3357
2010-07-27 07:11:35+00:00,2952,671,670,2009,63,Obscured Name,Balzer82,9313
2009-05-23 17:46:55+00:00,3382,741,668,293,19,Obscured Name,kmdouglass,1695
2014-02-17 03:59:33+00:00,1651,19,668,36,11,Obscured Name,mdanalysis,129
2011-07-18 11:04:17+00:00,2596,2909,667,1122,13,Obscured Name,Rahul_Mahale,458
2016-05-29 23:40:16+00:00,819,1138,661,195,12,Obscured Name,QuantStack,432
2012-05-20 10:34:00+00:00,2289,9430,659,3453,68,Obscured Name,caglar_ee,5089
2012-03-20 08:51:58+00:00,2350,11391,657,1006,31,Obscured Name,mgalactus,581
2013-11-07 09:00:56+00:00,1753,1086,657,618,66,Obscured Name,gewaltig,3297
2010-07-06 04:30:01+00:00,2973,8,654,1903,16,Obscured Name,__Khurram__,253
2015-04-10 03:45:35+00:00,1234,199,654,150,18,Obscured Name,cocalc_com,355
2008-02-01 10:36:23+00:00,3859,3106,653,2986,32,Obscured Name,Babadofar,1395
2009-02-10 03:24:46+00:00,3484,454,648,1445,28,Obscured Name,cchalc,8384
2009-04-12 18:53:24+00:00,3423,1684,645,1698,19,Obscured Name,raonyguimaraes,2894
2010-02-06 12:35:32+00:00,3123,87885,644,4380,89,Obscured Name,trockenfisch,25403
2012-09-07 15:19:03+00:00,2179,1551,643,457,48,Obscured Name,sciremotesense,1860
2008-07-13 18:03:19+00:00,3696,6527,643,954,13,Obscured Name,adriabofill,3624
2012-01-21 23:35:46+00:00,2409,2398,642,1702,10,Obscured Name,arifbayirli,754
2012-07-26 12:23:03+00:00,2222,93,640,273,50,Obscured Name,PythonNorthEast,2786
2016-01-22 15:29:34+00:00,947,1479,639,311,55,Obscured Name,pydatait,1088
2016-10-03 01:05:43+00:00,692,119,639,4885,3,Obscured Name,die_Bauern,229
2010-04-09 13:08:05+00:00,3061,7065,635,4648,324,Obscured Name,jackoeconten,7537
2013-05-04 05:49:04+00:00,1940,2032,633,5002,110,Obscured Name,air_manitra,1016
2009-06-28 10:51:45+00:00,3346,2718,631,2970,78,Obscured Name,Philip_Spencer,6885
2009-07-09 20:45:46+00:00,3335,1424,629,1211,39,Obscured Name,Harcel,5543
2012-03-21 00:12:02+00:00,2349,4845,626,3016,66,Obscured Name,SR_B_,1926
2014-06-29 10:57:15+00:00,1519,272,626,2456,2,Obscured Name,Raju1m,388
2012-10-11 15:24:20+00:00,2145,7090,624,1041,103,Obscured Name,m_letitbe,1716
2008-05-05 03:18:03+00:00,3765,208,623,1867,14,Obscured Name,nateonmission,3317
2006-10-26 10:16:43+00:00,4322,125,621,2431,41,Obscured Name,BioGeek,465
2014-08-25 18:10:14+00:00,1462,792,620,2345,5,Obscured Name,TyzenLee,1438
2016-01-18 09:26:33+00:00,951,313,619,890,28,Obscured Name,GirlsHackIRL,448
2008-05-14 02:58:24+00:00,3756,12877,617,853,37,Obscured Name,eyadsibai,1683
2011-05-23 12:38:56+00:00,2652,270,617,3462,9,Obscured Name,Alek_dc,280
2017-04-16 22:10:26+00:00,497,1043,615,707,23,Obscured Name,PyDataSeattle,1011
2009-06-16 12:51:07+00:00,3358,1466,612,1069,37,Obscured Name,StuartMumford,4270
2013-03-31 20:33:31+00:00,1974,1765,612,651,95,Obscured Name,esc___,3793
2009-09-03 14:26:53+00:00,3279,125,612,172,46,Obscured Name,erikzandboer,2350
2012-12-07 08:52:24+00:00,2088,367,610,459,70,Obscured Name,Matth_Chavent,5652
2009-12-30 22:42:40+00:00,3161,657,610,4932,2,Obscured Name,albraakat,30473
2007-09-09 23:03:19+00:00,4004,1984,610,964,55,Obscured Name,munhitsu,3032
2015-03-05 20:38:52+00:00,1270,75,609,1609,55,Obscured Name,bigf8data,192
2018-05-03 18:54:22+00:00,115,54,607,623,15,Obscured Name,OpenSciRoadmap,124
2010-07-19 05:03:33+00:00,2960,258,606,465,32,Obscured Name,KshitijMaurya,3756
2009-08-04 22:41:31+00:00,3309,5778,606,899,73,Obscured Name,Cyclogenesis_au,7963
2011-11-18 18:15:26+00:00,2473,1643,604,1350,18,Obscured Name,EssiColo,3853
2010-10-14 08:36:22+00:00,2873,466,601,426,38,Obscured Name,seismotom,310
2007-12-29 01:55:44+00:00,3893,879,599,1077,44,Obscured Name,teagermylk,441
2009-05-03 13:42:35+00:00,3402,1225,597,2557,13,Obscured Name,Rafitob,1804
2009-02-17 15:03:25+00:00,3477,40,595,644,104,Obscured Name,josmasflores,3316
2007-12-15 11:41:31+00:00,3907,1998,594,1793,68,Obscured Name,mikeypsn,4554
2013-02-20 15:59:16+00:00,2013,985,593,396,20,Obscured Name,viperale,1195
2014-10-07 23:35:28+00:00,1419,706,588,521,16,Obscured Name,AndrewCollmus,476
2008-02-10 09:37:23+00:00,3850,4790,587,504,13,Obscured Name,dokeeffe,2338
2008-11-28 09:41:20+00:00,3558,12,587,4899,27,Obscured Name,jassim_moideen,3749
2013-08-21 17:57:34+00:00,1831,10314,587,1148,71,Obscured Name,miishke,12192
2010-09-05 16:03:48+00:00,2912,221,585,772,18,Obscured Name,chemlynx,872
2011-10-26 13:47:52+00:00,2496,1,584,175,70,Obscured Name,khinsen,5869
2011-06-28 16:55:26+00:00,2616,4690,583,1542,10,Obscured Name,abdulwahababrar,1802
2010-10-21 11:29:47+00:00,2866,1762,583,757,15,Obscured Name,onlyrealmvp,739
2013-01-16 02:35:13+00:00,2048,963,582,651,35,Obscured Name,MrEPhysics,913
2016-06-23 09:54:08+00:00,794,663,582,385,27,Obscured Name,openclimatedata,1905
2010-04-07 20:23:17+00:00,3063,1494,582,2554,35,Obscured Name,soaresisabelle,3398
2013-06-09 14:40:52+00:00,1904,589,579,561,77,Obscured Name,STXNext,1329
2016-09-10 06:04:59+00:00,715,65,575,4796,6,Obscured Name,LuckyShawn793,89
2010-01-15 20:34:37+00:00,3145,1923,575,903,18,Obscured Name,alimanfoo,625
2015-03-23 18:27:02+00:00,1252,498,573,4973,42,Obscured Name,multhinking,275
2010-11-28 22:40:46+00:00,2828,1739,572,1322,18,Obscured Name,cvaartjes,1150
2013-06-08 19:18:06+00:00,1905,953,572,392,23,Obscured Name,xenia_sch,1733
2009-01-01 15:57:27+00:00,3524,732,570,1572,14,Obscured Name,idwaker,1188
2010-04-12 21:53:21+00:00,3058,6390,570,683,56,Obscured Name,shareastronomy,7130
2014-10-30 16:20:26+00:00,1396,2121,569,1204,86,Obscured Name,matteodefelice,4125
2016-04-14 12:15:57+00:00,864,4181,568,570,9,Obscured Name,NikoletaGlyn,685
2008-10-08 12:10:52+00:00,3609,23,565,206,48,Obscured Name,OpenAnalytics,88
2011-02-10 08:34:09+00:00,2754,1510,564,1028,66,Obscured Name,fran6wol,1329
2013-07-21 21:26:08+00:00,1862,3658,564,1702,20,Obscured Name,oeparsons,494
2011-01-31 15:10:06+00:00,2764,855,563,894,94,Obscured Name,chrisaballard,1961
2014-04-14 02:21:53+00:00,1595,503,561,394,51,Obscured Name,BlackArbsCEO,1931
2009-02-24 09:49:45+00:00,3470,4797,558,4985,39,Obscured Name,indi06,1276
2016-12-31 12:03:32+00:00,603,8075,556,636,7,Obscured Name,_caaddss,5507
2011-08-09 15:06:37+00:00,2574,133,556,1180,43,Obscured Name,bettynlove,1934
2007-04-23 10:53:01+00:00,4143,209,553,951,37,Obscured Name,phauly,570
2009-02-18 18:53:52+00:00,3476,92,547,631,28,Obscured Name,El_Dryosa,8852
2009-06-10 12:47:42+00:00,3364,4122,544,525,11,Obscured Name,sbelian,3047
2012-03-16 12:15:37+00:00,2354,973,540,2076,13,Obscured Name,Miau_DB,1856
2009-09-22 23:54:35+00:00,3260,14,538,480,96,Obscured Name,sqlservian,4711
2013-12-03 00:19:21+00:00,1727,1555,537,2399,41,Obscured Name,PetarForai,909
2012-02-07 00:27:10+00:00,2392,10,536,1311,19,Obscured Name,mfitzp,631
2011-11-29 06:46:03+00:00,2462,2349,534,766,35,Obscured Name,nipun_batra,1018
2008-02-26 12:59:22+00:00,3834,286,533,870,69,Obscured Name,MerlinDE,1662
2010-06-14 21:18:43+00:00,2995,5637,531,1164,24,Obscured Name,JamesEBartlett,2448
2014-07-18 02:12:48+00:00,1500,2576,529,422,8,Obscured Name,RFG_Lab,751
2009-03-25 00:21:05+00:00,3441,1037,526,469,54,Obscured Name,mdallastella,4744
2010-10-05 08:41:57+00:00,2882,557,526,591,15,Obscured Name,D4N__,811
2009-11-23 09:59:13+00:00,3198,12567,524,1854,29,Obscured Name,jmblanch,251
2010-12-31 01:19:21+00:00,2795,6025,524,2907,4,Obscured Name,CarlosMBravoA,4205
2009-06-17 17:20:30+00:00,3357,565,520,1020,75,Obscured Name,R0bKnapen,3939
2009-07-20 21:35:41+00:00,3324,5066,519,1021,35,Obscured Name,utahpadre,1501
2008-07-17 07:26:25+00:00,3692,1841,515,323,78,Obscured Name,b_smoke,1712
2008-09-04 18:11:31+00:00,3643,146,514,1833,19,Obscured Name,aculich,146
2007-11-12 05:21:25+00:00,3940,52,514,422,61,Obscured Name,TroyMc,1790
2013-07-26 07:18:13+00:00,1857,3578,513,409,139,Obscured Name,inmediaref,3861
2012-05-10 05:12:59+00:00,2299,668,510,676,15,Obscured Name,harshberia93,1195
2011-09-06 05:52:11+00:00,2546,1776,509,1486,30,Obscured Name,basham_mark,1647
2016-06-14 11:51:08+00:00,803,1872,507,150,18,Obscured Name,maartenbreddels,956
2014-06-14 00:47:21+00:00,1534,9783,507,4245,101,Obscured Name,bethahdc3,4108
2011-07-22 04:44:50+00:00,2592,2455,507,671,46,Obscured Name,pathcl,9497
2008-11-19 02:45:14+00:00,3567,4817,506,4361,6,Obscured Name,DJ_RaNdOm_cHaOs,1539
2010-07-23 06:12:42+00:00,2956,202,505,3459,11,Obscured Name,MineshJ1291,182
2008-08-13 17:04:11+00:00,3665,424,505,1319,103,Obscured Name,errazudin,5225
2013-01-19 15:28:50+00:00,2045,315,502,1055,32,Obscured Name,amfarrell,2162
2007-05-12 18:53:01+00:00,4124,413,501,917,17,Obscured Name,theoaraujo,1319
2011-04-28 14:10:01+00:00,2677,2890,501,784,62,Obscured Name,AkimBoyko,4759
2008-08-02 17:23:06+00:00,3676,266,500,414,21,Obscured Name,xhochy,623
2009-11-06 17:32:03+00:00,3215,16391,500,3157,9,Obscured Name,algurlrhythm,3280
2010-09-13 20:33:55+00:00,2904,160,499,633,23,Obscured Name,gerardjgorman,848
2013-12-20 06:15:51+00:00,1710,833,499,721,14,Obscured Name,iaktech,441
2009-02-11 01:49:24+00:00,3483,1059,498,964,75,Obscured Name,dr_plegg,1013
2009-08-26 22:28:58+00:00,3287,4678,497,859,38,Obscured Name,akira39,4003
2016-11-25 13:16:19+00:00,639,284,496,123,15,Obscured Name,pyconweb,143
2011-01-09 23:00:00+00:00,2786,233,495,1736,67,Obscured Name,solemnphoenix,6935
2010-03-31 20:21:24+00:00,3070,360,495,2711,73,Obscured Name,ingy600,1262
2010-04-04 15:06:58+00:00,3066,815,491,847,103,Obscured Name,kyoneoblood,67204
2009-07-08 09:52:13+00:00,3336,3503,490,364,26,Obscured Name,eumiro,701
2010-07-28 06:08:13+00:00,2951,2514,488,1376,58,Obscured Name,juancarlosqr,3099
2014-04-06 00:23:59+00:00,1603,28,488,1441,34,Obscured Name,ZoomerAnalytics,387
2008-07-31 19:24:06+00:00,3678,78,487,4317,7,Obscured Name,braincrashpt,328
2010-12-05 02:53:11+00:00,2821,4351,485,1048,32,Obscured Name,moorepants,3733
2010-02-23 16:36:54+00:00,3106,61,485,199,47,Obscured Name,chrisjepps,1887
2012-10-20 21:02:09+00:00,2136,2094,484,1568,19,Obscured Name,dvalts,1033
2009-08-08 04:01:18+00:00,3305,2070,484,3804,13,Obscured Name,voxmenthe,434
2009-09-10 12:00:48+00:00,3272,46,483,257,92,Obscured Name,boris_gorelik,2712
2007-05-06 20:31:26+00:00,4130,4799,483,5001,7,Obscured Name,mhough,1727
2015-08-13 02:36:07+00:00,1109,1132,482,368,16,Obscured Name,70_dbz,1559
2014-08-25 20:01:06+00:00,1462,8289,481,1889,45,Obscured Name,AptiResearch,544
2009-05-09 16:46:44+00:00,3396,247,479,478,28,Obscured Name,rjekker,554
2014-02-09 06:08:05+00:00,1659,14679,476,1634,14,Obscured Name,AlisonStarfox,5050
2013-04-18 02:08:14+00:00,1956,14065,475,4999,25,Obscured Name,biofeed,6
2009-04-30 23:16:27+00:00,3405,54,474,2000,13,Obscured Name,astrobob_tk,1107
2014-10-17 10:50:56+00:00,1409,292,474,1665,25,Obscured Name,s3alax,1184
2012-03-24 17:40:45+00:00,2346,3398,472,4963,14,Obscured Name,marfisan,9725
2011-10-26 00:32:30+00:00,2496,37,472,4859,20,Obscured Name,occhiomondo,1530
2008-04-24 09:57:33+00:00,3776,752,472,634,24,Obscured Name,mikaelrousson,368
2011-04-05 16:54:01+00:00,2700,698,472,281,35,Obscured Name,DmitryTrofimov,1232
2012-01-17 17:59:02+00:00,2413,55,472,1914,79,Obscured Name,CraigVanSpall,2002
2009-09-03 11:51:11+00:00,3279,2038,471,1136,31,Obscured Name,chickenjuice,9479
2010-10-17 08:47:10+00:00,2870,992,469,795,21,Obscured Name,al3hex,4901
2015-10-28 22:09:28+00:00,1033,1604,468,515,24,Obscured Name,isabelscst,1256
2010-04-08 09:18:54+00:00,3062,4148,468,1079,10,Obscured Name,OrkoHunter,976
2010-11-10 16:30:09+00:00,2846,1129,467,1305,43,Obscured Name,bochthomas,581
2010-02-28 15:54:31+00:00,3101,58,467,776,13,Obscured Name,frahlg,10433
2008-06-07 22:52:28+00:00,3732,3338,466,2534,12,Obscured Name,brunocaimar,2159
2009-07-28 13:43:44+00:00,3316,1679,466,2264,14,Obscured Name,Merrick_U,671
2014-12-07 18:57:28+00:00,1358,890,465,3755,2,Obscured Name,frikabeats,93
2013-10-01 10:13:30+00:00,1790,10022,465,2501,21,Obscured Name,stphrolland,843
2014-02-13 04:31:02+00:00,1655,394,463,747,36,Obscured Name,CF_nmr,1196
2009-09-11 17:52:15+00:00,3271,459,462,2355,15,Obscured Name,FDonati,672
2010-07-21 23:45:50+00:00,2958,91,461,1265,29,Obscured Name,stijnoomes,1779
2016-12-16 17:59:09+00:00,618,4183,461,2888,4,Obscured Name,PythonMasterCA,4266
2009-09-01 10:43:34+00:00,3281,4197,460,2120,12,Obscured Name,rd_palmer,2871
2008-07-25 00:53:08+00:00,3684,5,459,1256,12,Obscured Name,tomhogans,25
2009-08-18 07:35:55+00:00,3295,607,459,661,41,Obscured Name,cordic,257
2009-07-16 10:47:37+00:00,3328,1101,459,993,53,Obscured Name,hbunke,5312
2011-10-28 20:39:10+00:00,2494,2819,458,1169,15,Obscured Name,NathanShammah,815
2009-06-18 19:40:45+00:00,3356,891,458,2439,13,Obscured Name,ezequielpaura,917
2009-02-21 21:43:01+00:00,3473,235,456,754,24,Obscured Name,DLR_software,500
2008-05-10 10:53:39+00:00,3760,525,455,3102,46,Obscured Name,attibalazs,890
2013-03-09 10:48:37+00:00,1996,3824,455,1941,291,Obscured Name,figuerosky,3156
2010-08-15 01:34:06+00:00,2933,329,450,3188,27,Obscured Name,Gang1man,1549
2010-05-23 20:20:12+00:00,3017,790,450,593,38,Obscured Name,vpettorino,1757
2009-04-09 18:40:56+00:00,3426,4518,449,762,62,Obscured Name,dinugherman,2225
2009-08-03 05:28:18+00:00,3310,54,449,5001,5,Obscured Name,gianfdiruscio,968
2011-02-10 08:49:12+00:00,2754,2757,449,398,77,Obscured Name,ThomasArildsen,6814
2008-05-26 09:22:37+00:00,3744,806,448,582,32,Obscured Name,alonnir,8184
2009-04-14 06:24:21+00:00,3421,382,440,3504,48,Obscured Name,Hariexports,2240
2009-01-14 14:08:03+00:00,3511,544,440,278,116,Obscured Name,logilab,958
2009-10-26 13:49:06+00:00,3226,174,440,2126,19,Obscured Name,resurgo,362
2013-04-11 15:59:15+00:00,1963,573,439,3085,23,Obscured Name,_jjac,2017
2013-07-14 10:56:52+00:00,1869,16095,439,4860,82,Obscured Name,mathieuguille,1699
2010-08-30 18:22:52+00:00,2918,2586,438,974,48,Obscured Name,codersquid,3236
2008-06-22 23:24:48+00:00,3717,2306,437,833,37,Obscured Name,d3f0,3468
2010-11-26 15:14:07+00:00,2830,337,436,366,39,Obscured Name,docjuank,2466
2015-02-20 14:01:52+00:00,1283,2765,436,2841,362,Obscured Name,sensinum,2839
2009-11-23 22:13:46+00:00,3198,22,433,2166,88,Obscured Name,dirkdupont,619
2016-02-20 14:01:11+00:00,918,15920,432,1877,27,Obscured Name,marianojavierd1,8877
2016-01-13 01:36:15+00:00,956,184,432,226,21,Obscured Name,PyDataATL,284
2011-01-27 12:50:05+00:00,2768,5433,429,1811,53,Obscured Name,cobwebkanamachi,21935
2012-04-17 06:27:17+00:00,2322,239,429,2007,1,Obscured Name,Vijay6568,116
2009-08-08 17:58:46+00:00,3305,1750,428,5000,2,Obscured Name,CARLOSMANZUETA,435
2017-03-17 03:56:17+00:00,527,385,426,252,16,Obscured Name,jmschreiber91,507
2009-11-09 07:13:00+00:00,3212,1577,426,173,30,Obscured Name,mathinpython,291
2014-05-30 02:42:28+00:00,1549,6347,426,3708,214,Obscured Name,Lmalongo2,4660
2011-05-27 15:06:01+00:00,2648,49,426,275,14,Obscured Name,jhcepas,241
2014-01-09 21:30:27+00:00,1690,766,425,365,24,Obscured Name,AstroBrigi,1735
2013-11-12 08:39:54+00:00,1748,722,425,395,28,Obscured Name,_JacobTomlinson,897
2011-02-15 19:23:07+00:00,2749,2325,424,650,23,Obscured Name,antoniatugores,3129
2007-11-15 20:21:08+00:00,3937,11993,424,2161,167,Obscured Name,alexlib,24624
2015-06-29 10:33:44+00:00,1154,351,423,192,21,Obscured Name,PyMunich,222
2009-11-03 15:42:21+00:00,3218,2524,422,384,60,Obscured Name,__pamaron__,2000
2010-02-16 19:13:14+00:00,3113,3084,421,1255,24,Obscured Name,janhohner,1818
2006-12-14 02:23:17+00:00,4273,198,420,4640,16,Obscured Name,Seumas,378
2013-12-11 14:05:06+00:00,1719,2744,420,165,5,Obscured Name,IDeVeN4Adh,2664
2009-01-04 19:27:14+00:00,3521,295,419,1311,32,Obscured Name,Tijif,2093
2015-01-12 13:42:22+00:00,1322,557,419,54,52,Obscured Name,OpenDreamKit,1661
2016-10-12 14:29:58+00:00,683,1894,418,1821,3,Obscured Name,margin_ind_in,3273
2016-12-01 11:02:01+00:00,633,1390,417,1177,8,Obscured Name,Nico_Younes,1395
2014-03-01 16:57:21+00:00,1639,258,416,1689,12,Obscured Name,gaarangoa,603
2012-12-30 09:31:31+00:00,2065,362,416,66,27,Obscured Name,jorisvdbossche,327
2012-12-04 14:06:23+00:00,2091,242,416,976,41,Obscured Name,MuturiMorris,507
2009-04-26 12:45:46+00:00,3409,2130,416,469,35,Obscured Name,vgonpa,3473
2009-09-03 00:37:22+00:00,3279,2296,415,355,11,Obscured Name,igor_scosta,152
2007-12-12 17:36:30+00:00,3910,4,412,147,25,Obscured Name,minichiello,2433
2009-01-09 10:13:19+00:00,3516,168,411,508,34,Obscured Name,morrisclay,1764
2008-05-23 09:17:51+00:00,3747,268,411,264,16,Obscured Name,gijzelaerr,1449
2008-12-13 15:19:50+00:00,3543,108,409,428,46,Obscured Name,enchantner,6523
2012-08-25 15:15:31+00:00,2192,684,409,875,73,Obscured Name,conormacd,1831
2009-12-12 22:08:55+00:00,3179,4865,407,2130,39,Obscured Name,beeduino,1759
2010-06-29 12:12:29+00:00,2980,183,404,1416,24,Obscured Name,pawelsakowski,44
2015-04-01 11:21:20+00:00,1243,1614,404,1283,36,Obscured Name,zimmermanncode,493
2008-12-10 08:54:14+00:00,3546,1712,403,615,66,Obscured Name,MFAndreas,3673
2013-01-23 12:02:28+00:00,2041,9056,402,1991,100,Obscured Name,schmidt_fu,22446
2010-02-02 15:04:37+00:00,3127,4384,400,187,183,Obscured Name,alexdesiqueira,7016
2009-04-06 15:10:23+00:00,3429,918,400,356,67,Obscured Name,christianbarra,1437
2009-03-14 08:05:47+00:00,3452,680,400,206,51,Obscured Name,boofla,2462
2015-12-01 17:18:07+00:00,999,68,399,279,20,Obscured Name,PyDataCologne,65
2010-11-28 16:25:33+00:00,2828,2465,399,3782,24,Obscured Name,citydreams_twt,1515
2009-06-08 01:53:19+00:00,3366,3492,398,78,6,Obscured Name,felipedemorais_,1673
2014-06-22 17:46:39+00:00,1526,1001,397,402,141,Obscured Name,DerSchmelling,2240
2009-02-17 07:30:45+00:00,3477,2746,397,4393,23,Obscured Name,iamknighton,1806
2009-09-10 17:50:43+00:00,3272,1381,397,5000,46,Obscured Name,CrafttSoft,1077
2013-03-15 16:33:50+00:00,1990,4271,396,716,78,Obscured Name,chalmer_lowe,1835
2009-03-23 10:19:30+00:00,3443,1032,396,2108,8,Obscured Name,CatOfTheCanalss,1018
2008-05-19 13:11:59+00:00,3751,136,396,369,54,Obscured Name,sash_ko,1374
2012-01-25 07:01:57+00:00,2405,46479,396,1185,2,Obscured Name,ValentnIglesias,1660
